Date,Type,Description,Account_Type,Card_Name,Amount,Category
2024-09-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2024-09-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2024-09-10,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-181.35,Health
2024-09-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2024-09-11,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-107.11,Travel
2024-09-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1894.36,Services
2024-09-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1926.89,Bills
2024-09-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1926.89,Bills
2024-09-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1620.71,Bills
2024-09-12,Payment,Payment Received,Personal,Travel Rewards *5541,1620.71,Bills
2024-09-12,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-46.99,Food & Drink
2024-09-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1925.79,Services
2024-09-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2024-09-13,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-51.28,Shopping
2024-09-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1182.99,Services
2024-09-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2024-09-15,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-37.24,Transport
2024-09-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1560.04,Services
2024-09-16,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-142.84,Health
2024-09-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2233.62,Services
2024-09-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2024-09-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1745.76,Services
2024-09-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2024-09-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1140.35,Services
2024-09-20,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-164.46,Health
2024-09-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1312.37,Services
2024-09-21,Expense,Supply Warehouse,Business,Business Checking *9901,-376.58,Services
2024-09-21,Expense,Travel Purchase,Personal,Travel Rewards *5541,-145.63,Travel
2024-09-22,Expense,Supply Warehouse,Business,Business Checking *9901,-225.3,Services
2024-09-22,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-135.86,Shopping
2024-09-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1002.35,Services
2024-09-23,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-82.04,Food & Drink
2024-09-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2802.13,Services
2024-09-24,Expense,Transport Purchase,Personal,Travel Rewards *5541,-71.39,Transport
2024-09-25,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-185.47,Transport
2024-09-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2094.25,Services
2024-09-26,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-199.92,Shopping
2024-09-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1811.67,Services
2024-09-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2904.29,Services
2024-09-28,Expense,Supply Warehouse,Business,Business Checking *9901,-249.4,Services
2024-09-28,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-28.26,Food & Drink
2024-09-29,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-60.92,Travel
2024-09-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2094.51,Services
2024-10-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2782.59,Services
2024-10-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2024-10-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2024-10-01,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-78.16,Travel
2024-10-02,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-43.53,Food & Drink
2024-10-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1089.18,Services
2024-10-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2024-10-03,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-156.92,Shopping
2024-10-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1909.74,Services
2024-10-04,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-81.85,Shopping
2024-10-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1944.1,Services
2024-10-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2024-10-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2775.9,Services
2024-10-07,Expense,Supply Warehouse,Business,Business Checking *9901,-342.22,Services
2024-10-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2024-10-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1994.96,Services
2024-10-08,Expense,Supply Warehouse,Business,Business Checking *9901,-183.56,Services
2024-10-08,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-45.64,Entertainment
2024-10-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2024-10-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1876.07,Services
2024-10-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2024-10-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2024-10-10,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-27.92,Travel
2024-10-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2944.66,Services
2024-10-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2024-10-11,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-55.17,Health
2024-10-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2546.24,Services
2024-10-12,Expense,Supply Warehouse,Business,Business Checking *9901,-229.36,Services
2024-10-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1476.05,Bills
2024-10-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1476.05,Bills
2024-10-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2072.96,Bills
2024-10-12,Payment,Payment Received,Personal,Travel Rewards *5541,2072.96,Bills
2024-10-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2024-10-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2223.62,Services
2024-10-14,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-103.55,Food & Drink
2024-10-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2114.27,Services
2024-10-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2024-10-16,Expense,Supply Warehouse,Business,Business Checking *9901,-162.06,Services
2024-10-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2864.66,Services
2024-10-17,Expense,Supply Warehouse,Business,Business Checking *9901,-423.41,Services
2024-10-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2024-10-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2470.3,Services
2024-10-18,Expense,Supply Warehouse,Business,Business Checking *9901,-356.79,Services
2024-10-18,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-136.38,Entertainment
2024-10-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2221.57,Services
2024-10-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2024-10-20,Expense,Supply Warehouse,Business,Business Checking *9901,-173.73,Services
2024-10-20,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-185.16,Shopping
2024-10-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2442.85,Services
2024-10-21,Expense,Supply Warehouse,Business,Business Checking *9901,-334.78,Services
2024-10-21,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-144.75,Travel
2024-10-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2834.15,Services
2024-10-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2655.7,Services
2024-10-24,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-45.11,Food & Drink
2024-10-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2969.5,Services
2024-10-25,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-48.7,Transport
2024-10-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2962.39,Services
2024-10-26,Expense,Supply Warehouse,Business,Business Checking *9901,-527.68,Services
2024-10-27,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-149.8,Food & Drink
2024-10-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1724.72,Services
2024-10-28,Expense,Supply Warehouse,Business,Business Checking *9901,-394.62,Services
2024-10-28,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-36.85,Health
2024-10-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2345.12,Services
2024-10-29,Expense,Supply Warehouse,Business,Business Checking *9901,-137.07,Services
2024-10-29,Expense,Transport Purchase,Personal,Travel Rewards *5541,-67.9,Transport
2024-10-30,Expense,Travel Purchase,Personal,Travel Rewards *5541,-70.38,Travel
2024-10-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1982.61,Services
2024-10-31,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-134.98,Food & Drink
2024-11-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2290.69,Services
2024-11-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2024-11-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2024-11-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2748.16,Services
2024-11-02,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-20.02,Travel
2024-11-03,Expense,Supply Warehouse,Business,Business Checking *9901,-163.14,Services
2024-11-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2024-11-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1113.62,Services
2024-11-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2905.56,Services
2024-11-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2024-11-06,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-60.68,Health
2024-11-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2476.16,Services
2024-11-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2024-11-07,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-63.18,Transport
2024-11-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1549.82,Services
2024-11-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1371.73,Services
2024-11-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2024-11-09,Expense,Travel Purchase,Personal,Travel Rewards *5541,-26.07,Travel
2024-11-10,Expense,Supply Warehouse,Business,Business Checking *9901,-243.15,Services
2024-11-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2024-11-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2024-11-10,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-82.64,Food & Drink
2024-11-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2235.85,Services
2024-11-11,Expense,Supply Warehouse,Business,Business Checking *9901,-586.25,Services
2024-11-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2024-11-11,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-128.27,Food & Drink
2024-11-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2236.35,Services
2024-11-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1753.79,Bills
2024-11-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1753.79,Bills
2024-11-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1307.22,Bills
2024-11-12,Payment,Payment Received,Personal,Travel Rewards *5541,1307.22,Bills
2024-11-12,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-38.85,Health
2024-11-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2024-11-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1857.32,Services
2024-11-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2755.73,Services
2024-11-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2024-11-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2360.93,Services
2024-11-16,Expense,Health Purchase,Personal,Travel Rewards *5541,-82.98,Health
2024-11-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2024-11-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2147.19,Services
2024-11-18,Expense,Supply Warehouse,Business,Business Checking *9901,-311.78,Services
2024-11-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2719.78,Services
2024-11-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2024-11-20,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-42.21,Shopping
2024-11-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2838.61,Services
2024-11-21,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-111.33,Travel
2024-11-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2793.43,Services
2024-11-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1447.72,Services
2024-11-23,Expense,Supply Warehouse,Business,Business Checking *9901,-230.06,Services
2024-11-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2149.31,Services
2024-11-25,Expense,Health Purchase,Personal,Travel Rewards *5541,-51.07,Health
2024-11-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1443.85,Services
2024-11-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1791.9,Services
2024-11-28,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-71.68,Health
2024-11-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1449.96,Services
2024-11-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1359.94,Services
2024-11-30,Expense,Health Purchase,Personal,Travel Rewards *5541,-159.18,Health
2024-12-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2024-12-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2024-12-01,Expense,Travel Purchase,Personal,Travel Rewards *5541,-40.06,Travel
2024-12-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1099.89,Services
2024-12-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1143.15,Services
2024-12-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2024-12-03,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-30.64,Entertainment
2024-12-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2107.77,Services
2024-12-05,Expense,Supply Warehouse,Business,Business Checking *9901,-523.62,Services
2024-12-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2024-12-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,914.17,Services
2024-12-06,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-76.64,Food & Drink
2024-12-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,985.97,Services
2024-12-07,Expense,Supply Warehouse,Business,Business Checking *9901,-456.46,Services
2024-12-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2024-12-08,Expense,Travel Purchase,Personal,Travel Rewards *5541,-108.43,Travel
2024-12-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1134.67,Services
2024-12-09,Expense,Supply Warehouse,Business,Business Checking *9901,-215.92,Services
2024-12-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2024-12-09,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-135.67,Food & Drink
2024-12-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1276.46,Services
2024-12-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2024-12-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2024-12-10,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-173.54,Shopping
2024-12-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2024-12-11,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-118.28,Travel
2024-12-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1615.39,Services
2024-12-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-2187.36,Bills
2024-12-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,2187.36,Bills
2024-12-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1262.07,Bills
2024-12-12,Payment,Payment Received,Personal,Travel Rewards *5541,1262.07,Bills
2024-12-12,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-131.42,Shopping
2024-12-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1161.64,Services
2024-12-13,Expense,Supply Warehouse,Business,Business Checking *9901,-450.0,Services
2024-12-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2024-12-13,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-47.63,Transport
2024-12-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2759.82,Services
2024-12-14,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-58.19,Food & Drink
2024-12-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2024-12-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2365.47,Services
2024-12-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1517.6,Services
2024-12-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2024-12-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1250.22,Services
2024-12-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2024-12-19,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-40.13,Shopping
2024-12-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2890.76,Services
2024-12-20,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-118.86,Health
2024-12-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,923.56,Services
2024-12-21,Expense,Supply Warehouse,Business,Business Checking *9901,-585.36,Services
2024-12-21,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-96.6,Food & Drink
2024-12-22,Expense,Supply Warehouse,Business,Business Checking *9901,-228.31,Services
2024-12-22,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-128.65,Transport
2024-12-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2736.5,Services
2024-12-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1845.19,Services
2024-12-24,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-42.87,Transport
2024-12-25,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-175.82,Travel
2024-12-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2380.28,Services
2024-12-26,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-45.68,Transport
2024-12-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1063.8,Services
2024-12-27,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-33.86,Food & Drink
2024-12-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2894.31,Services
2024-12-28,Expense,Supply Warehouse,Business,Business Checking *9901,-231.46,Services
2024-12-28,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-119.27,Travel
2024-12-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1434.5,Services
2024-12-30,Expense,Transport Purchase,Personal,Travel Rewards *5541,-103.41,Transport
2024-12-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2176.18,Services
2024-12-31,Expense,Supply Warehouse,Business,Business Checking *9901,-516.58,Services
2024-12-31,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-170.82,Health
2025-01-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-01-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-01-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2864.67,Services
2025-01-02,Expense,Supply Warehouse,Business,Business Checking *9901,-465.42,Services
2025-01-02,Expense,Transport Purchase,Personal,Travel Rewards *5541,-35.32,Transport
2025-01-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2459.87,Services
2025-01-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-01-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1587.61,Services
2025-01-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-01-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1330.26,Services
2025-01-06,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-19.1,Food & Drink
2025-01-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1890.22,Services
2025-01-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-01-07,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-132.88,Food & Drink
2025-01-08,Expense,Supply Warehouse,Business,Business Checking *9901,-412.08,Services
2025-01-08,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-103.31,Entertainment
2025-01-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,971.51,Services
2025-01-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-01-09,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-123.33,Food & Drink
2025-01-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2978.66,Services
2025-01-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-01-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-01-10,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-167.48,Entertainment
2025-01-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,906.07,Services
2025-01-11,Expense,Supply Warehouse,Business,Business Checking *9901,-198.65,Services
2025-01-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-01-11,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-87.98,Shopping
2025-01-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1814.93,Bills
2025-01-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1814.93,Bills
2025-01-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2095.77,Bills
2025-01-12,Payment,Payment Received,Personal,Travel Rewards *5541,2095.77,Bills
2025-01-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2782.12,Services
2025-01-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-01-13,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-105.81,Food & Drink
2025-01-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2742.18,Services
2025-01-14,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-164.55,Food & Drink
2025-01-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-01-15,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-30.0,Food & Drink
2025-01-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2054.52,Services
2025-01-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1607.61,Services
2025-01-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-01-17,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-23.21,Entertainment
2025-01-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1781.23,Services
2025-01-18,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-75.86,Health
2025-01-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-01-19,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-61.23,Transport
2025-01-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2705.09,Services
2025-01-20,Expense,Transport Purchase,Personal,Travel Rewards *5541,-83.58,Transport
2025-01-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1521.1,Services
2025-01-21,Expense,Supply Warehouse,Business,Business Checking *9901,-102.49,Services
2025-01-21,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-103.49,Health
2025-01-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2022.29,Services
2025-01-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2320.96,Services
2025-01-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2996.15,Services
2025-01-25,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-113.81,Food & Drink
2025-01-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1788.43,Services
2025-01-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1447.28,Services
2025-01-28,Expense,Transport Purchase,Personal,Travel Rewards *5541,-127.44,Transport
2025-01-29,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-133.56,Entertainment
2025-01-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1736.01,Services
2025-01-30,Expense,Supply Warehouse,Business,Business Checking *9901,-524.87,Services
2025-01-30,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-80.7,Shopping
2025-01-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2683.86,Services
2025-02-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2830.96,Services
2025-02-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-02-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-02-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2287.7,Services
2025-02-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-02-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2551.72,Services
2025-02-04,Expense,Health Purchase,Personal,Travel Rewards *5541,-26.88,Health
2025-02-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-02-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1049.86,Services
2025-02-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2790.77,Services
2025-02-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-02-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2567.92,Services
